,age,sex,underweight,overweight,obese,parents_support,close_friends,students_support,felt_lonely,mean_school_absence,mean_physical_fighting,physically_attacked,cyber_bullied,bullied
40818,15.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,7.5,0.0,0.0,0.0,1
40819,15.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.5,1.0,1.0,0.0,1
40820,16.0,1.0,0.0,0.0,0.0,5.0,0.0,4.0,3.0,4.0,1.0,0.0,1.0,1
40821,16.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,4.0,0.0,0.0,0.0,1
40822,14.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1
40823,16.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,4.0,2.5,0.0,0.0,1
40824,14.0,1.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0
40825,15.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1
40826,15.0,0.0,,,,3.0,2.0,4.0,1.0,1.5,1.0,0.0,0.0,1
40827,16.0,0.0,,,,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0
40828,14.0,1.0,,,,2.0,3.0,3.0,2.0,10.0,2.5,1.0,0.0,1
40829,16.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,4.0,6.5,0.0,1.0,1
40830,15.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
40831,16.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,1.5,0.0,0.0,1.0,1
40832,16.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,2.0,1.5,0.0,0.0,0.0,1
40833,15.0,1.0,,,,4.0,3.0,4.0,1.0,1.5,0.0,0.0,0.0,1
40834,15.0,1.0,,,,2.0,1.0,5.0,4.0,1.5,1.0,0.0,0.0,1
40835,17.0,1.0,,,,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1
40836,14.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,1.5,0.0,0.0,0.0,1
40837,15.0,0.0,,,,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1
40838,16.0,0.0,,,,1.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0
40839,16.0,1.0,,,,2.0,3.0,3.0,3.0,1.5,1.0,0.0,0.0,1
40840,14.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1
40841,16.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
40842,15.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
40843,15.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,1.5,1.0,0.0,1.0,1
40844,15.0,1.0,,,,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0
40845,17.0,1.0,,,,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,1
40846,15.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,2.0,4.0,0.0,0.0,0.0,1
40847,15.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,1
40848,17.0,0.0,,,,5.0,3.0,5.0,1.0,1.5,2.5,0.0,1.0,1
40849,14.0,1.0,,,,1.0,1.0,3.0,4.0,1.5,0.0,0.0,0.0,1
40850,16.0,0.0,,,,3.0,3.0,3.0,3.0,1.5,2.5,1.0,1.0,1
40851,17.0,1.0,,,,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
40852,17.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,3.0,1.5,0.0,0.0,0.0,1
40853,16.0,1.0,,,,3.0,3.0,2.0,3.0,1.5,0.0,0.0,0.0,1
40854,16.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0
40855,16.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,1.5,0.0,0.0,0.0,1
40856,16.0,0.0,0.0,1.0,0.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1
40857,16.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0
40858,17.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,2.0,4.0,2.5,2.0,0.0,1
40859,16.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,6.5,0.0,0.0,0
40860,17.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,1
40861,16.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,1.5,2.5,0.0,0.0,1
40862,15.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0
40863,15.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,1.0,1.5,0.0,0.0,0.0,1
40864,15.0,1.0,,,,4.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,0
40865,16.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0
40866,17.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,1
40867,16.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,1.5,0.0,0.0,0.0,1
40868,17.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,1.5,1.0,0.0,0.0,1
40869,15.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,,12.0,12.0,0.0,0
40870,17.0,0.0,0.0,1.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1
40871,16.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,0.0,0.0,1
40872,13.0,1.0,,,,0.0,1.0,0.0,1.0,,1.0,8.0,0.0,1
40873,13.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,1
40874,13.0,1.0,,,,2.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,1
40875,14.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,1
40876,15.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,1
40877,13.0,1.0,,,,3.0,3.0,1.0,3.0,,0.0,1.0,0.0,1
40878,13.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0
40879,14.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,1.0,10.0,4.5,0.0,0.0,1
40880,13.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0
40881,15.0,1.0,0.0,1.0,0.0,5.0,3.0,5.0,5.0,0.0,1.0,0.0,0.0,1
40882,15.0,1.0,0.0,1.0,0.0,5.0,3.0,5.0,5.0,4.0,1.0,0.0,0.0,1
40883,13.0,1.0,,,,3.0,3.0,3.0,1.0,1.5,0.0,0.0,,1
40884,15.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,1.5,2.5,0.0,0.0,1
40885,13.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,10.0,1.0,0.0,0.0,1
40886,13.0,1.0,,,,5.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,1
40887,14.0,1.0,0.0,1.0,0.0,5.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1
40888,16.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1
40889,13.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0
40890,15.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1
40891,14.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,1
40892,14.0,1.0,,,,5.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,1
40893,15.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.5,0.0,0.0,1
40894,14.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,2.0,1.5,0.0,0.0,0.0,1
40895,14.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1
40896,14.0,1.0,0.0,1.0,0.0,5.0,3.0,3.0,5.0,0.0,1.0,0.0,1.0,1
40897,14.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1
40898,14.0,1.0,0.0,1.0,0.0,3.0,3.0,5.0,3.0,0.0,0.0,0.0,1.0,1
40899,13.0,1.0,,,,1.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,1
40900,15.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0
40901,14.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1
40902,14.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.5,1.0,0.0,0.0,1
40903,14.0,1.0,,,,3.0,3.0,2.0,4.0,1.5,0.0,2.0,0.0,1
40904,14.0,0.0,,,,4.0,3.0,3.0,3.0,1.5,0.0,0.0,0.0,1
40905,14.0,1.0,0.0,1.0,0.0,4.0,3.0,2.0,1.0,1.5,0.0,0.0,0.0,1
40906,15.0,0.0,,,,2.0,,1.0,1.0,4.0,1.0,1.0,0.0,1
40907,14.0,0.0,0.0,0.0,0.0,2.0,,3.0,2.0,1.5,2.5,2.0,0.0,1
40908,14.0,1.0,0.0,1.0,0.0,3.0,3.0,5.0,3.0,1.5,4.5,0.0,1.0,1
40909,14.0,1.0,,,,3.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,1
40910,14.0,0.0,,,,5.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0
40911,16.0,1.0,,,,4.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0
40912,15.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
40913,16.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,0.0,0.0,2.0,1.0,1
40914,15.0,0.0,,,,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
40915,16.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
40916,16.0,1.0,,,,0.0,3.0,4.0,2.0,1.5,0.0,0.0,0.0,1
40917,15.0,1.0,,,,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1
40918,17.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,1.5,1.0,1.0,0.0,1
40919,16.0,1.0,,,,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1
40920,15.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,1.5,0.0,0.0,0.0,1
40921,16.0,0.0,,,,5.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,1
40922,15.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,2.5,0.0,1.0,1
40923,15.0,1.0,,,,2.0,3.0,3.0,4.0,0.0,1.0,0.0,1.0,1
40924,17.0,1.0,,,,5.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0
40925,16.0,1.0,,,,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
40926,17.0,0.0,,,,3.0,3.0,2.0,3.0,1.5,0.0,0.0,1.0,1
40927,17.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0
40928,16.0,0.0,0.0,1.0,0.0,5.0,,5.0,1.0,1.5,0.0,1.0,0.0,1
40929,15.0,1.0,,,,5.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0
40930,15.0,1.0,,,,5.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0
40931,15.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0
40932,16.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0
40933,17.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,1
40934,16.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,1
40935,15.0,0.0,,,,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0
40936,15.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1
40937,15.0,0.0,,,,2.0,3.0,3.0,1.0,1.5,0.0,0.0,0.0,1
40938,15.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,1
40939,15.0,1.0,,,,1.0,0.0,1.0,5.0,1.5,0.0,0.0,0.0,1
40940,15.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0
40941,16.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.5,0.0,0.0,0.0,1
40942,17.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,4.0,0.0,0.0,10.0,0.0,1
40943,15.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1
40944,16.0,0.0,,,,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,1
40945,15.0,0.0,,,,1.0,3.0,3.0,1.0,4.0,2.5,0.0,0.0,1
40946,16.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,1.5,0.0,0.0,0.0,1
40947,16.0,0.0,,,,2.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0
40948,17.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1
40949,17.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,7.5,1.0,0.0,1.0,1
40950,17.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,7.5,1.0,0.0,1.0,1
40951,17.0,1.0,,,,1.0,2.0,4.0,1.0,1.5,0.0,0.0,0.0,1
40952,15.0,0.0,,,,5.0,3.0,1.0,1.0,1.5,0.0,8.0,0.0,1
40953,14.0,1.0,,,,2.0,3.0,3.0,1.0,7.5,0.0,0.0,0.0,1
40954,14.0,1.0,,,,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1
40955,13.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1
40956,12.0,0.0,0.0,1.0,1.0,4.0,,3.0,1.0,0.0,0.0,0.0,0.0,1
40957,13.0,0.0,,,,2.0,,1.0,1.0,0.0,12.0,0.0,0.0,1
40958,12.0,1.0,,,,0.0,3.0,1.0,1.0,4.0,0.0,1.0,0.0,1
40959,14.0,1.0,,,,5.0,3.0,1.0,2.0,1.5,1.0,0.0,0.0,1
40960,13.0,1.0,,,,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0
40961,13.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,1.0,0.0,1.0,1
40962,16.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1
40963,14.0,0.0,,,,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
40964,14.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,1
40965,15.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.5,0.0,0.0,0.0,1
40966,14.0,,,,,2.0,3.0,3.0,2.0,0.0,0.0,0.0,,0
40967,18.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,1.5,0.0,0.0,0.0,1
40968,13.0,1.0,,,,5.0,2.0,1.0,3.0,1.5,1.0,0.0,0.0,1
40969,14.0,0.0,,,,0.0,2.0,0.0,5.0,,6.5,0.0,0.0,1
40970,13.0,1.0,,,,4.0,3.0,3.0,2.0,1.5,0.0,0.0,0.0,1
40971,13.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,7.5,0.0,0.0,0.0,1
40972,13.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,4.0,0.0,0
40973,13.0,0.0,0.0,1.0,0.0,3.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,1
40974,14.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,1.5,0.0,0.0,1.0,1
40975,13.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,1.5,1.0,0.0,0.0,1
40976,16.0,0.0,,,,1.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,1
40977,14.0,0.0,,,,2.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,1
40978,14.0,0.0,,,,4.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0
40979,14.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,0.0,1.0,2.0,1.0,1
40980,15.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,,0.0,12.0,0.0,1
40981,12.0,1.0,,,,4.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0
40982,16.0,1.0,,,,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
40983,15.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,3.0,1.5,0.0,0.0,0.0,1
40984,17.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,1
40985,15.0,0.0,0.0,1.0,0.0,5.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1
40986,15.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1
40987,17.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0
40988,15.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
40989,15.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,,0.0,0.0,0.0,1
40990,14.0,0.0,,,,5.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1
40991,15.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,,12.0,0.0,0.0,1
40992,14.0,0.0,0.0,0.0,0.0,3.0,,3.0,4.0,1.5,10.5,8.0,,1
40993,13.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,7.5,2.5,1.0,0.0,1
40994,13.0,0.0,,,,4.0,3.0,4.0,2.0,4.0,8.5,2.0,0.0,1
40995,13.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.5,0.0,0.0,0.0,1
40996,13.0,0.0,,,,5.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0
40997,13.0,1.0,0.0,1.0,0.0,5.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1
40998,13.0,0.0,,,,2.0,3.0,3.0,2.0,0.0,1.0,0.0,,0
40999,13.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1
41000,13.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
41001,13.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0
41002,13.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1
41003,14.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0
41004,13.0,0.0,,,,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
41005,14.0,1.0,,,,3.0,1.0,3.0,2.0,1.5,0.0,0.0,0.0,1
41006,14.0,0.0,,,,1.0,3.0,3.0,3.0,4.0,2.5,2.0,,1
41007,13.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,1
41008,13.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
41009,13.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,3.0,1.5,0.0,4.0,0.0,1
41010,13.0,0.0,,,,5.0,1.0,2.0,4.0,1.5,0.0,10.0,1.0,1
41011,13.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
41012,13.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1
41013,13.0,1.0,,,,4.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1
41014,13.0,1.0,,,,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
41015,13.0,1.0,,,,5.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1
41016,13.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0
41017,13.0,0.0,,,,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0
41018,13.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,1.0,6.0,0.0,0
41019,14.0,0.0,,,,4.0,3.0,5.0,2.0,4.0,4.5,2.0,0.0,1
41020,15.0,1.0,,,,1.0,3.0,3.0,1.0,1.5,0.0,0.0,0.0,1
41021,14.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,1
41022,13.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0
41023,14.0,1.0,,,,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,1
41024,14.0,0.0,,,,4.0,3.0,3.0,2.0,4.0,4.5,0.0,0.0,1
41025,13.0,0.0,,,,2.0,3.0,3.0,2.0,4.0,0.0,0.0,1.0,1
41026,15.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.5,0.0,0.0,0.0,1
41027,14.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1
41028,13.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1
41029,15.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,2.0,1.5,2.5,0.0,1.0,1
41030,13.0,0.0,,,,5.0,3.0,5.0,4.0,0.0,0.0,1.0,0.0,1
41031,13.0,1.0,,,,1.0,3.0,5.0,3.0,1.5,6.5,1.0,0.0,1
41032,13.0,0.0,,,,5.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0
41033,13.0,1.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,0.0,1.0,1.0,1.0,1
41034,14.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1
41035,13.0,1.0,,,,1.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,1
41036,13.0,0.0,,,,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
41037,13.0,0.0,,,,1.0,3.0,0.0,2.0,0.0,2.5,0.0,1.0,1
41038,13.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,1
41039,13.0,1.0,,,,5.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,1
41040,14.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,0.0,0.0,8.0,1.0,1
41041,14.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,1
41042,14.0,0.0,,,,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0
41043,13.0,0.0,,,,2.0,3.0,2.0,5.0,0.0,0.0,2.0,0.0,1
41044,14.0,1.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0
41045,15.0,,,,,3.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,1
41046,14.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1
41047,14.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
41048,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,0.0,0.0,0.0,0
41049,15.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1
41050,15.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1
41051,14.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,1.5,0.0,0.0,0.0,1
41052,14.0,1.0,0.0,0.0,0.0,5.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0
41053,14.0,1.0,0.0,1.0,1.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1
41054,15.0,1.0,0.0,1.0,0.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1
41055,14.0,1.0,0.0,1.0,0.0,5.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1
41056,15.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,4.0,1.0,0.0,0.0,1
41057,14.0,0.0,,,,2.0,3.0,0.0,1.0,4.0,0.0,,0.0,1
41058,14.0,0.0,,,,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1
41059,15.0,0.0,,,,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0
41060,15.0,0.0,,,,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0
41061,14.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,3.0,1.5,10.5,0.0,0.0,1
41062,15.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,1
41063,15.0,1.0,,,,3.0,3.0,3.0,3.0,1.5,0.0,0.0,0.0,1
41064,14.0,,,,,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1
41065,15.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,1.5,0.0,0.0,0.0,1
41066,14.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,1.0,1.5,0.0,0.0,0.0,1
41067,14.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,0.0,2.5,0.0,0.0,0
41068,14.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1
41069,15.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,0
41070,14.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0
41071,14.0,0.0,,,,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
41072,15.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,2.5,0.0,0.0,1
41073,17.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0
41074,14.0,1.0,,,,2.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,1
41075,11.0,0.0,0.0,1.0,1.0,4.0,3.0,4.0,2.0,1.5,1.0,2.0,1.0,1
41076,14.0,0.0,0.0,1.0,1.0,4.0,3.0,4.0,3.0,7.5,0.0,0.0,0.0,1
41077,17.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1
41078,14.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1
